locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLHBOIPB_04106	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
GLHBOIPB_04107	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
GLHBOIPB_04108	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
GLHBOIPB_04109	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
GLHBOIPB_04110	tRNA	77				tRNA-Met(cat)
GLHBOIPB_04111	tRNA	77				tRNA-Met(cat)
GLHBOIPB_04112	tRNA	77				tRNA-Met(cat)
GLHBOIPB_04113	CDS	501				hypothetical protein
GLHBOIPB_04114	CDS	1539				hypothetical protein
GLHBOIPB_04115	CDS	1338				hypothetical protein
GLHBOIPB_04116	CDS	666				hypothetical protein
GLHBOIPB_04117	CDS	1653	ompA_2			Outer membrane protein A
GLHBOIPB_04118	CDS	492	hcpA_2		COG3157	Major exported protein
GLHBOIPB_04119	CDS	2637	clpV1		COG0542	Protein ClpV1
GLHBOIPB_04120	CDS	2463				hypothetical protein
GLHBOIPB_04121	CDS	825				hypothetical protein
GLHBOIPB_04122	CDS	1977				hypothetical protein
GLHBOIPB_04123	CDS	261				hypothetical protein
GLHBOIPB_04124	CDS	1434				hypothetical protein
GLHBOIPB_04125	CDS	3339				hypothetical protein
GLHBOIPB_04126	CDS	1626				hypothetical protein
GLHBOIPB_04127	CDS	1761				hypothetical protein
GLHBOIPB_04128	CDS	1080				hypothetical protein
GLHBOIPB_04129	CDS	537				hypothetical protein
GLHBOIPB_04130	CDS	429				hypothetical protein
GLHBOIPB_04131	CDS	1377				hypothetical protein
GLHBOIPB_04132	CDS	948		1.1.1.81	COG0111	Hydroxypyruvate reductase
GLHBOIPB_04133	CDS	597	kdsD_2	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GLHBOIPB_04134	CDS	1176	malY_2		COG1168	Protein MalY
GLHBOIPB_04135	CDS	1581	malX_2		COG1263	PTS system maltose-specific EIICB component
GLHBOIPB_04136	CDS	825	licT		COG3711	Transcription antiterminator LicT
GLHBOIPB_04137	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
GLHBOIPB_04138	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
GLHBOIPB_04139	CDS	1827	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
GLHBOIPB_04140	CDS	3543	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
GLHBOIPB_04141	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
GLHBOIPB_04142	CDS	3369	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
GLHBOIPB_04143	CDS	324				hypothetical protein
GLHBOIPB_04144	CDS	408				hypothetical protein
GLHBOIPB_04145	CDS	564				hypothetical protein
GLHBOIPB_04146	CDS	471				hypothetical protein
GLHBOIPB_04147	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
GLHBOIPB_04148	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GLHBOIPB_04149	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
GLHBOIPB_04150	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
GLHBOIPB_04151	CDS	147				hypothetical protein
GLHBOIPB_04152	CDS	690	mutH		COG3066	DNA mismatch repair protein MutH
GLHBOIPB_04153	CDS	714				hypothetical protein
GLHBOIPB_04154	CDS	219	ygdR_2			putative lipoprotein YgdR
GLHBOIPB_04155	CDS	1041	tas		COG0667	Protein tas
GLHBOIPB_04156	CDS	1194	lplT			Lysophospholipid transporter LplT
GLHBOIPB_04157	CDS	2160	aas		COG0204	Bifunctional protein Aas
GLHBOIPB_04158	CDS	1032	galR		COG1609	HTH-type transcriptional regulator GalR
GLHBOIPB_04159	CDS	1263	lysA	4.1.1.20		Diaminopimelate decarboxylase
GLHBOIPB_04160	CDS	936	occR			Octopine catabolism/uptake operon regulatory protein OccR
GLHBOIPB_04161	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
GLHBOIPB_04162	CDS	1419	araE			Arabinose-proton symporter
GLHBOIPB_04163	CDS	762	kduD_3	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
GLHBOIPB_04164	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
GLHBOIPB_04165	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
GLHBOIPB_04166	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
GLHBOIPB_04167	tRNA	74				tRNA-Gly(ccc)
GLHBOIPB_04168	CDS	756	nlpD_2			Murein hydrolase activator NlpD
GLHBOIPB_04169	CDS	2298	xdhA_1	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
GLHBOIPB_04170	CDS	879	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
GLHBOIPB_04171	CDS	480	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
GLHBOIPB_04172	CDS	1779	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
GLHBOIPB_04173	CDS	1188	ygeW	2.1.3.-	COG0078	Putative carbamoyltransferase YgeW
GLHBOIPB_04174	CDS	1197	ygeX	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
GLHBOIPB_04175	CDS	1212	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
GLHBOIPB_04176	CDS	1386	hyuA	3.5.2.-	COG0044	D-phenylhydantoinase
GLHBOIPB_04177	CDS	933	arcC1_3	2.7.2.2		Carbamate kinase 1
GLHBOIPB_04178	CDS	1626				hypothetical protein
GLHBOIPB_04179	CDS	771				hypothetical protein
GLHBOIPB_04180	CDS	531	mocA	2.7.7.76	COG2068	Molybdenum cofactor cytidylyltransferase
GLHBOIPB_04181	CDS	3099	ygfK		COG0493	Putative oxidoreductase YgfK
GLHBOIPB_04182	CDS	1329	ssnA	3.-.-.-	COG0402	Putative aminohydrolase SsnA
GLHBOIPB_04183	CDS	780				hypothetical protein
GLHBOIPB_04184	CDS	2871	xdhA_2	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
GLHBOIPB_04185	CDS	1401	xanQ		COG2233	Xanthine permease XanQ
GLHBOIPB_04186	CDS	1317	guaD	3.5.4.3	COG0402	Guanine deaminase
GLHBOIPB_04187	CDS	1368	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
GLHBOIPB_04188	CDS	489	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
GLHBOIPB_04189	CDS	1920		1.18.1.2		Ferredoxin--NADP reductase
GLHBOIPB_04190	CDS	1449	uacT		COG2233	Uric acid transporter UacT
GLHBOIPB_04191	CDS	126	yqfG			putative protein YqfG
GLHBOIPB_04192	CDS	549	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
GLHBOIPB_04193	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
GLHBOIPB_04194	CDS	882	prfB		COG1186	Peptide chain release factor RF2
GLHBOIPB_04195	CDS	1734	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
GLHBOIPB_04196	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
GLHBOIPB_04197	CDS	897	xerD_3		COG4974	Tyrosine recombinase XerD
GLHBOIPB_04198	CDS	522	fldB		COG0716	Flavodoxin 2
GLHBOIPB_04199	CDS	408	ygfX			Inner membrane protein YgfX
GLHBOIPB_04200	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
GLHBOIPB_04201	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
GLHBOIPB_04202	CDS	660				hypothetical protein
GLHBOIPB_04203	CDS	312				hypothetical protein
GLHBOIPB_04204	CDS	1434	bglA_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
GLHBOIPB_04205	CDS	2874	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
GLHBOIPB_04206	CDS	390	gcvH		COG0509	Glycine cleavage system H protein
GLHBOIPB_04207	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
GLHBOIPB_04208	CDS	1203	ubiI	1.14.13.240	COG0654	2-octaprenylphenol hydroxylase
GLHBOIPB_04209	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
GLHBOIPB_04210	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
GLHBOIPB_04211	CDS	579				hypothetical protein
GLHBOIPB_04212	CDS	330	zapA		COG3027	Cell division protein ZapA
GLHBOIPB_04213	CDS	603	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
GLHBOIPB_04214	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GLHBOIPB_04215	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
GLHBOIPB_04216	CDS	231				hypothetical protein
GLHBOIPB_04217	CDS	894	argP_2		COG0583	HTH-type transcriptional regulator ArgP
GLHBOIPB_04218	CDS	1056	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
GLHBOIPB_04219	CDS	897	cynR_2			HTH-type transcriptional regulator CynR
GLHBOIPB_04220	CDS	741			COG2968	26 kDa periplasmic immunogenic protein
GLHBOIPB_04221	CDS	636	argO		COG1279	Arginine exporter protein ArgO
GLHBOIPB_04222	CDS	861	mscS		COG0668	Small-conductance mechanosensitive channel
GLHBOIPB_04223	CDS	1080	fbaA_2	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
GLHBOIPB_04224	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
GLHBOIPB_04225	CDS	1020	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
GLHBOIPB_04226	CDS	429				hypothetical protein
GLHBOIPB_04227	CDS	579				hypothetical protein
GLHBOIPB_04228	CDS	708				hypothetical protein
GLHBOIPB_04229	CDS	678	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
GLHBOIPB_04230	CDS	678	ecfA1_2	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
GLHBOIPB_04231	CDS	714	coaA_1	2.7.1.33		Pantothenate kinase
GLHBOIPB_04232	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
GLHBOIPB_04233	CDS	189	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
GLHBOIPB_04234	CDS	1278	yggP_1	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
GLHBOIPB_04235	CDS	1389	mtlA_2			PTS system mannitol-specific EIICB component
GLHBOIPB_04236	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
GLHBOIPB_04237	CDS	909	hflC_2		COG0330	Modulator of FtsH protease HflC
GLHBOIPB_04238	CDS	1992	tktA_1	2.2.1.1	COG0021	Transketolase 1
GLHBOIPB_04239	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
GLHBOIPB_04240	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
GLHBOIPB_04241	CDS	732				hypothetical protein
GLHBOIPB_04242	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
GLHBOIPB_04243	CDS	252				hypothetical protein
GLHBOIPB_04244	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
GLHBOIPB_04245	CDS	1395	galP			Galactose-proton symporter
GLHBOIPB_04246	CDS	552	sprT			Protein SprT
GLHBOIPB_04247	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
GLHBOIPB_04248	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
GLHBOIPB_04249	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
GLHBOIPB_04250	CDS	636				hypothetical protein
GLHBOIPB_04251	CDS	417	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
GLHBOIPB_04252	CDS	981	yggR		COG2805	putative protein YggR
GLHBOIPB_04253	CDS	705	yggS		COG0325	Pyridoxal phosphate homeostasis protein
GLHBOIPB_04254	CDS	567				hypothetical protein
GLHBOIPB_04255	CDS	291				hypothetical protein
GLHBOIPB_04256	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GLHBOIPB_04257	CDS	1137	hemW		COG0635	Heme chaperone HemW
GLHBOIPB_04258	CDS	1008				hypothetical protein
GLHBOIPB_04259	CDS	1047	ansB	3.5.1.1	COG0252	L-asparaginase 2
GLHBOIPB_04260	CDS	720				hypothetical protein
GLHBOIPB_04261	CDS	327			COG3171	putative protein
GLHBOIPB_04262	CDS	720	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
GLHBOIPB_04263	CDS	1053	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
GLHBOIPB_04264	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
GLHBOIPB_04265	CDS	1080	mltC	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase C
GLHBOIPB_04266	CDS	1257	nupG			Nucleoside permease NupG
GLHBOIPB_04267	CDS	2136	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
GLHBOIPB_04268	CDS	708				hypothetical protein
GLHBOIPB_04269	tRNA	76				tRNA-Phe(gaa)
GLHBOIPB_04270	CDS	1266	intS_6		COG0582	Prophage integrase IntS
GLHBOIPB_04271	CDS	1044				hypothetical protein
GLHBOIPB_04272	CDS	1503	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
GLHBOIPB_04273	CDS	741	pagN_2		COG3637	Outer membrane protein PagN
GLHBOIPB_04274	CDS	1026				IS630 family transposase ISEc40
GLHBOIPB_04275	CDS	162				hypothetical protein
GLHBOIPB_04276	CDS	213				hypothetical protein
GLHBOIPB_04277	CDS	213				hypothetical protein
GLHBOIPB_04278	CDS	249				hypothetical protein
GLHBOIPB_04279	CDS	294			COG1662	IS1 family transposase IS1X2
GLHBOIPB_04280	CDS	276			COG1662	IS1 family transposase IS1A
GLHBOIPB_04281	CDS	579				hypothetical protein
GLHBOIPB_04282	CDS	747				IS21 family transposase ISEc12
GLHBOIPB_04283	CDS	1542				IS21 family transposase ISPpu7
GLHBOIPB_04284	CDS	501	mprA_4		COG1846	Transcriptional repressor MprA
GLHBOIPB_04285	CDS	741	ydiV_3		COG2200	Anti-FlhC(2)FlhD(4) factor YdiV
GLHBOIPB_04286	CDS	1017	sfaH_2			S-fimbrial protein subunit SfaH
GLHBOIPB_04287	CDS	510	sfaS_2			S-fimbrial adhesin protein SfaS
GLHBOIPB_04288	CDS	528	sfaG_2			S-fimbrial protein subunit SfaG
GLHBOIPB_04289	CDS	2631	fimD_4		COG3188	Outer membrane usher protein FimD
GLHBOIPB_04290	CDS	696	focC_3			Chaperone protein FocC
GLHBOIPB_04291	CDS	447	lpfA_3			putative major fimbrial subunit LpfA
GLHBOIPB_04292	CDS	549	sfaA_2			S-fimbrial protein subunit SfaA
GLHBOIPB_04293	CDS	330	papB_4			Major pilu subunit operon regulatory protein PapB
GLHBOIPB_04294	CDS	222				P fimbrial regulatory protein KS71A
GLHBOIPB_04295	CDS	150				hypothetical protein
GLHBOIPB_04296	CDS	369				hypothetical protein
GLHBOIPB_04297	CDS	210				hypothetical protein
GLHBOIPB_04298	CDS	168				hypothetical protein
GLHBOIPB_04299	CDS	678				IS3 family transposase ISCfr6
GLHBOIPB_04300	CDS	312				hypothetical protein
GLHBOIPB_04301	CDS	1080				hypothetical protein
GLHBOIPB_04302	CDS	2535	htrE_3		COG3188	Outer membrane usher protein HtrE
GLHBOIPB_04303	CDS	726	yadV_2			putative fimbrial chaperone YadV
GLHBOIPB_04304	CDS	549	smf-1		COG3539	Major fimbrial subunit SMF-1
GLHBOIPB_04305	CDS	399	yphA_2		COG2259	Inner membrane protein YphA
GLHBOIPB_04306	CDS	1218		1.13.12.4	COG1304	Lactate 2-monooxygenase
GLHBOIPB_04307	CDS	549				hypothetical protein
GLHBOIPB_04308	CDS	642	betI_3			HTH-type transcriptional regulator BetI
GLHBOIPB_04309	CDS	195				IS66 family transposase ISEc23
GLHBOIPB_04310	CDS	1134				IS110 family transposase ISEc45
GLHBOIPB_04311	CDS	1569				IS66 family transposase IS682
GLHBOIPB_04312	CDS	351				hypothetical protein
GLHBOIPB_04313	CDS	363				hypothetical protein
GLHBOIPB_04314	CDS	567				IS3 family transposase ISEc16
GLHBOIPB_04315	CDS	300				IS3 family transposase ISEc16
GLHBOIPB_04316	CDS	453				IS481 family transposase ISErsp1
GLHBOIPB_04317	CDS	3045				hypothetical protein
GLHBOIPB_04318	CDS	372				hypothetical protein
GLHBOIPB_04319	CDS	1437	hlyD			Hemolysin secretion protein D, chromosomal
GLHBOIPB_04320	CDS	2124	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
GLHBOIPB_04321	CDS	3075	hlyA			Hemolysin, chromosomal
GLHBOIPB_04322	CDS	513	hlyC	2.3.1.-	COG2994	Hemolysin-activating lysine-acyltransferase HlyC
GLHBOIPB_04323	CDS	243				hypothetical protein
GLHBOIPB_04324	CDS	771	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
GLHBOIPB_04325	CDS	600	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
GLHBOIPB_04326	CDS	720	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GLHBOIPB_04327	CDS	1473	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
GLHBOIPB_04328	CDS	90				hypothetical protein
GLHBOIPB_04329	CDS	1077				IS110 family transposase ISEc21
GLHBOIPB_04330	CDS	258				hypothetical protein
GLHBOIPB_04331	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
GLHBOIPB_04332	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
GLHBOIPB_04333	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
GLHBOIPB_04334	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
GLHBOIPB_04335	CDS	2325	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
GLHBOIPB_04336	CDS	954	fecR		COG3712	Protein FecR
GLHBOIPB_04337	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
GLHBOIPB_04338	CDS	294				hypothetical protein
GLHBOIPB_04339	CDS	228			COG1662	IS1 family transposase IS1F
GLHBOIPB_04340	CDS	306				hypothetical protein
GLHBOIPB_04341	CDS	867				IS3 family transposase ISEc17
GLHBOIPB_04342	CDS	1233				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
GLHBOIPB_04343	CDS	570				hypothetical protein
GLHBOIPB_04344	CDS	435				hypothetical protein
GLHBOIPB_04345	CDS	174				hypothetical protein
GLHBOIPB_04346	CDS	207				hypothetical protein
GLHBOIPB_04347	CDS	549				hypothetical protein
GLHBOIPB_04348	CDS	159				hypothetical protein
GLHBOIPB_04349	CDS	237				hypothetical protein
GLHBOIPB_04350	CDS	576				hypothetical protein
GLHBOIPB_04351	CDS	567				hypothetical protein
GLHBOIPB_04352	CDS	105				hypothetical protein
GLHBOIPB_04353	CDS	126				hypothetical protein
GLHBOIPB_04354	CDS	822				hypothetical protein
GLHBOIPB_04355	CDS	792				hypothetical protein
GLHBOIPB_04356	CDS	528				hypothetical protein
GLHBOIPB_04357	CDS	732				hypothetical protein
GLHBOIPB_04358	CDS	1224				hypothetical protein
GLHBOIPB_04359	CDS	885	der_4			GTPase Der
GLHBOIPB_04360	CDS	177				hypothetical protein
GLHBOIPB_04361	CDS	681				hypothetical protein
GLHBOIPB_04362	CDS	678				hypothetical protein
GLHBOIPB_04363	CDS	234				hypothetical protein
GLHBOIPB_04364	CDS	819				hypothetical protein
GLHBOIPB_04365	CDS	246				hypothetical protein
GLHBOIPB_04366	CDS	474	klcA_5			Antirestriction protein KlcA
GLHBOIPB_04367	CDS	477				hypothetical protein
GLHBOIPB_04368	CDS	222				hypothetical protein
GLHBOIPB_04369	CDS	114				hypothetical protein
GLHBOIPB_04370	CDS	369	cbeA_5			Cytoskeleton bundling-enhancing antitoxin CbeA
GLHBOIPB_04371	CDS	375	cbtA_4			Cytoskeleton-binding toxin CbtA
GLHBOIPB_04372	CDS	492				hypothetical protein
GLHBOIPB_04373	CDS	198				hypothetical protein
GLHBOIPB_04374	CDS	843				hypothetical protein
GLHBOIPB_04375	CDS	1539	cadC		COG3710	Transcriptional activator CadC
GLHBOIPB_04376	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
GLHBOIPB_04377	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
GLHBOIPB_04378	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
GLHBOIPB_04379	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
GLHBOIPB_04380	CDS	174	ghoT			Toxin GhoT
GLHBOIPB_04381	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
GLHBOIPB_04382	CDS	273	yjdJ		COG2388	putative protein YjdJ
GLHBOIPB_04383	CDS	231				hypothetical protein
GLHBOIPB_04384	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
GLHBOIPB_04385	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
GLHBOIPB_04386	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
GLHBOIPB_04387	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
GLHBOIPB_04388	CDS	381	yjdF_1		COG3647	Inner membrane protein YjdF
GLHBOIPB_04389	CDS	291	yjdF_2		COG3647	Inner membrane protein YjdF
GLHBOIPB_04390	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
GLHBOIPB_04391	CDS	909	melR_2			Melibiose operon regulatory protein
GLHBOIPB_04392	CDS	2268	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
GLHBOIPB_04393	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
GLHBOIPB_04394	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
GLHBOIPB_04395	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
GLHBOIPB_04396	CDS	669	basR			Transcriptional regulatory protein BasR
GLHBOIPB_04397	CDS	1101	basS	2.7.13.3		Sensor protein BasS
GLHBOIPB_04398	CDS	90				hypothetical protein
GLHBOIPB_04399	CDS	1503	proP			Proline/betaine transporter
GLHBOIPB_04400	CDS	879				hypothetical protein
GLHBOIPB_04401	CDS	2229	crfC_3		COG0699	Clamp-binding protein CrfC
GLHBOIPB_04402	CDS	336				hypothetical protein
GLHBOIPB_04403	CDS	444				hypothetical protein
GLHBOIPB_04404	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
GLHBOIPB_04405	CDS	1017				hypothetical protein
GLHBOIPB_04406	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
GLHBOIPB_04407	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
GLHBOIPB_04408	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
GLHBOIPB_04409	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
GLHBOIPB_04410	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
GLHBOIPB_04411	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
GLHBOIPB_04412	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
GLHBOIPB_04413	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
GLHBOIPB_04414	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
GLHBOIPB_04415	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
GLHBOIPB_04416	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
GLHBOIPB_04417	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
GLHBOIPB_04418	CDS	330				hypothetical protein
GLHBOIPB_04419	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
GLHBOIPB_04420	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
GLHBOIPB_04421	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
GLHBOIPB_04422	CDS	1533	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GLHBOIPB_04423	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
GLHBOIPB_04424	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
GLHBOIPB_04425	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
GLHBOIPB_04426	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
GLHBOIPB_04427	CDS	276				hypothetical protein
GLHBOIPB_04428	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
GLHBOIPB_04429	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
GLHBOIPB_04430	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
GLHBOIPB_04431	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
GLHBOIPB_04432	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
GLHBOIPB_04433	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
GLHBOIPB_04434	CDS	1050	dppB_2		COG0601	Dipeptide transport system permease protein DppB
GLHBOIPB_04435	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
GLHBOIPB_04436	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
GLHBOIPB_04437	CDS	705	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
GLHBOIPB_04438	CDS	690				hypothetical protein
GLHBOIPB_04439	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
GLHBOIPB_04440	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
GLHBOIPB_04441	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
GLHBOIPB_04442	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
GLHBOIPB_04443	CDS	957				hypothetical protein
GLHBOIPB_04444	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
GLHBOIPB_04445	CDS	567	nrfB			Cytochrome c-type protein NrfB
GLHBOIPB_04446	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
GLHBOIPB_04447	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
GLHBOIPB_04448	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
