locus_tag	ftype	length_bp	gene	EC_number	COG	product
IEKICEID_03422	CDS	552	papH_4			PAP fimbrial minor pilin protein
IEKICEID_03423	CDS	2478	papC_9		COG3188	Outer membrane usher protein PapC
IEKICEID_03424	CDS	753	papD_7		COG3121	Chaperone protein PapD
IEKICEID_03425	CDS	615	lpfA_2			putative major fimbrial subunit LpfA
IEKICEID_03426	CDS	1122				hypothetical protein
IEKICEID_03427	CDS	564	mrpA_1		COG3539	Major MR/P fimbria protein
IEKICEID_03428	CDS	1671				hypothetical protein
IEKICEID_03429	CDS	198				hypothetical protein
IEKICEID_03430	CDS	687				hypothetical protein
IEKICEID_03431	CDS	957				hypothetical protein
IEKICEID_03432	CDS	2205	lagD_2	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
IEKICEID_03433	CDS	1182	macA_3		COG0845	Macrolide export protein MacA
IEKICEID_03434	CDS	1971	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
IEKICEID_03435	CDS	1419	tdeA		COG1538	Toxin and drug export protein A
IEKICEID_03436	CDS	1254	fabF_2	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IEKICEID_03437	CDS	810				hypothetical protein
IEKICEID_03438	CDS	252				hypothetical protein
IEKICEID_03439	CDS	741	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IEKICEID_03440	CDS	1341	exuT			Hexuronate transporter
IEKICEID_03441	CDS	879		3.1.1.99		6-deoxy-6-sulfogluconolactonase
IEKICEID_03442	CDS	2445	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
IEKICEID_03443	CDS	618	dmsB_8		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
IEKICEID_03444	CDS	852	dmsC_4		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
IEKICEID_03445	CDS	639	dmsD_4		COG3381	Tat proofreading chaperone DmsD
IEKICEID_03446	CDS	747	nagR_2		COG2188	HTH-type transcriptional repressor NagR
IEKICEID_03447	CDS	984	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
IEKICEID_03448	CDS	1020				hypothetical protein
IEKICEID_03449	CDS	1272	yegT_3			Putative nucleoside transporter YegT
IEKICEID_03450	CDS	1407				hypothetical protein
IEKICEID_03451	CDS	1743				hypothetical protein
IEKICEID_03452	CDS	1269	codB_3		COG1457	Cytosine permease
IEKICEID_03453	CDS	840	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
IEKICEID_03454	CDS	1518		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
IEKICEID_03455	CDS	1569	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
IEKICEID_03456	CDS	738	fabG_5	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IEKICEID_03457	CDS	1185	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
IEKICEID_03458	CDS	1341	ttuB_3			Putative tartrate transporter
IEKICEID_03459	CDS	1164	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
IEKICEID_03460	CDS	1155	cdaR_1		COG3835	Carbohydrate diacid regulator
IEKICEID_03461	CDS	657	narL_1		COG2197	Nitrate/nitrite response regulator protein NarL
IEKICEID_03462	CDS	1743	narX_1	2.7.13.3		Nitrate/nitrite sensor protein NarX
IEKICEID_03463	CDS	1401	narK		COG2223	Nitrate/nitrite transporter NarK
IEKICEID_03464	CDS	3762	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
IEKICEID_03465	CDS	1542	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
IEKICEID_03466	CDS	723	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
IEKICEID_03467	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
IEKICEID_03468	CDS	783	kdgR_5		COG1414	Transcriptional regulator KdgR
IEKICEID_03469	CDS	1170				hypothetical protein
IEKICEID_03470	CDS	627	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
IEKICEID_03471	CDS	1437	dan	3.5.1.81		D-aminoacylase
IEKICEID_03472	CDS	393	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IEKICEID_03473	CDS	1452	putP_2		COG0591	High-affinity proline transporter PutP
IEKICEID_03474	CDS	1254		4.1.2.42		D-threonine aldolase
IEKICEID_03475	CDS	960	hprA	1.1.1.29	COG1052	Glycerate dehydrogenase
IEKICEID_03476	CDS	810	griI	4.1.2.56	COG1830	2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase
IEKICEID_03477	CDS	1041	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
IEKICEID_03478	CDS	1503	xylB_2	2.7.1.17	COG1070	Xylulose kinase
IEKICEID_03479	CDS	1323	dgoT_2			D-galactonate transporter
IEKICEID_03480	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
IEKICEID_03481	CDS	1158	cdaR_2		COG3835	Carbohydrate diacid regulator
IEKICEID_03482	CDS	531	mrpA_2		COG3539	Major MR/P fimbria protein
IEKICEID_03483	CDS	552	papH_5			PAP fimbrial minor pilin protein
IEKICEID_03484	CDS	2691	papC_10		COG3188	Outer membrane usher protein PapC
IEKICEID_03485	CDS	753	yfcS_3		COG3121	putative fimbrial chaperone YfcS
IEKICEID_03486	CDS	582	lpfA_3			putative major fimbrial subunit LpfA
IEKICEID_03487	CDS	555				hypothetical protein
IEKICEID_03488	CDS	486	yfcQ_4			putative fimbrial-like protein YfcQ
IEKICEID_03489	CDS	531	yfcP_2			putative fimbrial-like protein YfcP
IEKICEID_03490	CDS	843				hypothetical protein
IEKICEID_03491	CDS	270				hypothetical protein
IEKICEID_03492	CDS	969	yclQ_2		COG4607	Petrobactin-binding protein YclQ
IEKICEID_03493	CDS	963	yclN		COG4606	Petrobactin import system permease protein YclN
IEKICEID_03494	CDS	984	yclO		COG4605	Petrobactin import system permease protein YclO
IEKICEID_03495	CDS	759	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
IEKICEID_03496	CDS	522	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
IEKICEID_03497	CDS	657	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
IEKICEID_03498	CDS	1758	narX_2	2.7.13.3		Nitrate/nitrite sensor protein NarX
IEKICEID_03499	CDS	915	yedI		COG2354	Inner membrane protein YedI
IEKICEID_03500	CDS	987	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IEKICEID_03501	CDS	945	rihA_3	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IEKICEID_03502	CDS	744				hypothetical protein
IEKICEID_03503	CDS	1305	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IEKICEID_03504	CDS	369				hypothetical protein
IEKICEID_03505	CDS	1494	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
IEKICEID_03506	CDS	381	ygfF_1	1.-.-.-		putative oxidoreductase YgfF
IEKICEID_03507	CDS	333	ygfF_2	1.-.-.-		putative oxidoreductase YgfF
IEKICEID_03508	CDS	663	malT			HTH-type transcriptional regulator MalT
IEKICEID_03509	CDS	1491				hypothetical protein
IEKICEID_03510	CDS	615				hypothetical protein
IEKICEID_03511	CDS	1569				hypothetical protein
IEKICEID_03512	CDS	1440	phoA_2	3.1.3.1	COG1785	Alkaline phosphatase
IEKICEID_03513	CDS	531				hypothetical protein
IEKICEID_03514	CDS	255				hypothetical protein
IEKICEID_03515	tRNA	86				tRNA-Leu(cag)
IEKICEID_03516	tRNA	86				tRNA-Leu(cag)
IEKICEID_03517	CDS	1014	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
IEKICEID_03518	CDS	411	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
IEKICEID_03519	CDS	453	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
IEKICEID_03520	CDS	1560	opuD		COG1292	Glycine betaine transporter OpuD
IEKICEID_03521	CDS	1128	cntA	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
IEKICEID_03522	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
IEKICEID_03523	CDS	954	cntB	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
IEKICEID_03524	CDS	906				hypothetical protein
IEKICEID_03525	CDS	915	dmlR_9			HTH-type transcriptional regulator DmlR
IEKICEID_03526	CDS	1065	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
IEKICEID_03527	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
IEKICEID_03528	CDS	411				hypothetical protein
IEKICEID_03529	CDS	1098				hypothetical protein
IEKICEID_03530	CDS	798	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
IEKICEID_03531	CDS	1296	nupX		COG1972	Putative nucleoside permease NupX
IEKICEID_03532	CDS	780	deoC_2	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
IEKICEID_03533	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
IEKICEID_03534	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
IEKICEID_03535	CDS	717	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
IEKICEID_03536	CDS	495	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
IEKICEID_03537	CDS	1239				hypothetical protein
IEKICEID_03538	CDS	2790				hypothetical protein
IEKICEID_03539	CDS	1707	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
IEKICEID_03540	CDS	2772				hypothetical protein
IEKICEID_03541	CDS	987				hypothetical protein
IEKICEID_03542	CDS	537	fecI_2		COG1595	putative RNA polymerase sigma factor FecI
IEKICEID_03543	CDS	783				hypothetical protein
IEKICEID_03544	CDS	774				hypothetical protein
IEKICEID_03545	CDS	978	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
IEKICEID_03546	CDS	1386	radA	3.6.4.-	COG1066	DNA repair protein RadA
IEKICEID_03547	CDS	1236	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
IEKICEID_03548	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
IEKICEID_03549	CDS	1914	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
IEKICEID_03550	CDS	318	trpR		COG2973	Trp operon repressor
IEKICEID_03551	CDS	537	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
IEKICEID_03552	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
IEKICEID_03553	CDS	915	rob_3		COG2207	Right origin-binding protein
IEKICEID_03554	CDS	477				hypothetical protein
IEKICEID_03555	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
IEKICEID_03556	CDS	2460	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
IEKICEID_03557	CDS	930	thrB	2.7.1.39		Homoserine kinase
IEKICEID_03558	CDS	1296	thrC	4.2.3.1	COG0498	Threonine synthase
IEKICEID_03559	CDS	372				hypothetical protein
IEKICEID_03560	CDS	468				hypothetical protein
IEKICEID_03561	CDS	1386	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
IEKICEID_03562	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
IEKICEID_03563	CDS	1395	cusC		COG1538	Cation efflux system protein CusC
IEKICEID_03564	CDS	342	cusF		COG5569	Cation efflux system protein CusF
IEKICEID_03565	CDS	1269	cusB			Cation efflux system protein CusB
IEKICEID_03566	CDS	3138	cusA		COG3696	Cation efflux system protein CusA
IEKICEID_03567	CDS	465				hypothetical protein
IEKICEID_03568	CDS	990	gpr	1.1.1.-	COG0667	L-glyceraldehyde 3-phosphate reductase
IEKICEID_03569	CDS	777	yaaA		COG3022	Peroxide stress resistance protein YaaA
IEKICEID_03570	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
IEKICEID_03571	CDS	582	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
IEKICEID_03572	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
IEKICEID_03573	CDS	1911	dnaK		COG0443	Chaperone protein DnaK
IEKICEID_03574	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
IEKICEID_03575	CDS	1401	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
IEKICEID_03576	CDS	849				hypothetical protein
IEKICEID_03577	CDS	1176	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
IEKICEID_03578	CDS	921	nhaR		COG0583	Transcriptional activator protein NhaR
IEKICEID_03579	CDS	261	rpsT		COG0268	30S ribosomal protein S20
IEKICEID_03580	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
IEKICEID_03581	CDS	2811	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
IEKICEID_03582	CDS	504	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
IEKICEID_03583	CDS	471	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
IEKICEID_03584	CDS	954	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
IEKICEID_03585	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
IEKICEID_03586	CDS	1164	carA_2	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
IEKICEID_03587	CDS	3222	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
IEKICEID_03588	CDS	1026				hypothetical protein
IEKICEID_03589	CDS	678	yghB		COG0586	Inner membrane protein YghB
IEKICEID_03590	CDS	1185	metC_5	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
IEKICEID_03591	CDS	942	tolQ_1			Tol-Pal system protein TolQ
IEKICEID_03592	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
IEKICEID_03593	CDS	1215				hypothetical protein
IEKICEID_03594	CDS	240	yedF		COG0425	Putative sulfur carrier protein YedF
IEKICEID_03595	CDS	516				hypothetical protein
IEKICEID_03596	CDS	906	rdgC		COG2974	Recombination-associated protein RdgC
IEKICEID_03597	CDS	906	mak	2.7.1.4	COG1940	Fructokinase
IEKICEID_03598	tRNA	77				tRNA-Asp(gtc)
IEKICEID_03599	CDS	711				hypothetical protein
IEKICEID_03600	CDS	180				hypothetical protein
IEKICEID_03601	CDS	324				hypothetical protein
IEKICEID_03602	CDS	333				hypothetical protein
IEKICEID_03603	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
IEKICEID_03604	CDS	2646	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
IEKICEID_03605	CDS	702				hypothetical protein
IEKICEID_03606	CDS	1077	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
IEKICEID_03607	CDS	1539	emrB_3			Multidrug export protein EmrB
IEKICEID_03608	CDS	1182	emrA_4		COG1566	Multidrug export protein EmrA
IEKICEID_03609	CDS	516	mprA		COG1846	Transcriptional repressor MprA
IEKICEID_03610	CDS	1200				putative transporter
IEKICEID_03611	CDS	996	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
IEKICEID_03612	CDS	1176	ousW		COG4176	Glycine betaine/choline transport system permease protein OusW
IEKICEID_03613	CDS	1200	ousV		COG4175	Glycine betaine/choline transport system ATP-binding protein OusV
IEKICEID_03614	CDS	972	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
IEKICEID_03615	CDS	2166	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
IEKICEID_03616	CDS	414	nrdI		COG1780	Protein NrdI
IEKICEID_03617	CDS	228	nrdH		COG0695	Glutaredoxin-like protein NrdH
IEKICEID_03618	CDS	459	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
IEKICEID_03619	CDS	210	cspE			Cold shock-like protein CspE
IEKICEID_03620	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
IEKICEID_03621	CDS	702	lipB	2.3.1.181	COG0321	Octanoyltransferase
IEKICEID_03622	CDS	264				hypothetical protein
IEKICEID_03623	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
IEKICEID_03624	CDS	972	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
IEKICEID_03625	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
IEKICEID_03626	CDS	1890	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
IEKICEID_03627	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
IEKICEID_03628	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
IEKICEID_03629	CDS	645				hypothetical protein
IEKICEID_03630	CDS	666	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
IEKICEID_03631	CDS	1032	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
IEKICEID_03632	CDS	540	lptE		COG2980	LPS-assembly lipoprotein LptE
IEKICEID_03633	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
IEKICEID_03634	CDS	726	glnQ			Glutamine transport ATP-binding protein GlnQ
IEKICEID_03635	CDS	681	gltK_2		COG0765	Glutamate/aspartate import permease protein GltK
IEKICEID_03636	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
IEKICEID_03637	CDS	894	gltI		COG0834	Glutamate/aspartate import solute-binding protein
IEKICEID_03638	CDS	417				hypothetical protein
IEKICEID_03639	CDS	2073	dsbD	1.8.1.8		Thiol:disulfide interchange protein DsbD
IEKICEID_03640	CDS	732				hypothetical protein
IEKICEID_03641	CDS	501	resA			Thiol-disulfide oxidoreductase ResA
IEKICEID_03642	CDS	522				hypothetical protein
IEKICEID_03643	CDS	714				hypothetical protein
IEKICEID_03644	CDS	1014				hypothetical protein
IEKICEID_03645	CDS	924	nadK_2	2.7.1.23		NAD kinase
IEKICEID_03646	CDS	1530	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
IEKICEID_03647	CDS	987	corC		COG4535	Magnesium and cobalt efflux protein CorC
IEKICEID_03648	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
IEKICEID_03649	CDS	1071	ybeZ		COG1702	PhoH-like protein
IEKICEID_03650	CDS	1431	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
IEKICEID_03651	CDS	1188	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
IEKICEID_03652	CDS	1356	dctA1			C4-dicarboxylate transport protein
IEKICEID_03653	tRNA	75				tRNA-Gln(ttg)
IEKICEID_03654	tRNA	77				tRNA-Met(cat)
IEKICEID_03655	tRNA	75				tRNA-Gln(ttg)
IEKICEID_03656	tRNA	75				tRNA-Gln(ttg)
IEKICEID_03657	tRNA	85				tRNA-Leu(tag)
IEKICEID_03658	tRNA	77				tRNA-Met(cat)
IEKICEID_03659	CDS	1224	nagC_2		COG1940	N-acetylglucosamine repressor
IEKICEID_03660	CDS	1164	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
IEKICEID_03661	CDS	804	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
IEKICEID_03662	CDS	1986	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
IEKICEID_03663	CDS	1359				hypothetical protein
IEKICEID_03664	CDS	258	cim			Cloacin immunity protein
IEKICEID_03665	CDS	816				hypothetical protein
IEKICEID_03666	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
IEKICEID_03667	CDS	396				hypothetical protein
IEKICEID_03668	CDS	687	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
IEKICEID_03669	CDS	2688	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
IEKICEID_03670	CDS	594	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
IEKICEID_03671	CDS	2064	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
IEKICEID_03672	CDS	1704	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
IEKICEID_03673	CDS	207				hypothetical protein
IEKICEID_03674	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
IEKICEID_03675	CDS	1128	ydhC_2			Inner membrane transport protein YdhC
IEKICEID_03676	CDS	819	nimR_2			HTH-type transcriptional regulator NimR
IEKICEID_03677	CDS	1287	gltA	2.3.3.16	COG0372	Citrate synthase
IEKICEID_03678	CDS	390	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
IEKICEID_03679	CDS	345	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
IEKICEID_03680	CDS	1767	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
IEKICEID_03681	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
IEKICEID_03682	CDS	2814	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
IEKICEID_03683	CDS	1212	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
IEKICEID_03684	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
IEKICEID_03685	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
IEKICEID_03686	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
IEKICEID_03687	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
IEKICEID_03688	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
IEKICEID_03689	CDS	288				hypothetical protein
IEKICEID_03690	CDS	396	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
IEKICEID_03691	CDS	684	tolQ_2		COG0811	Tol-Pal system protein TolQ
IEKICEID_03692	CDS	423	tolR		COG0848	Tol-Pal system protein TolR
IEKICEID_03693	CDS	1119				hypothetical protein
IEKICEID_03694	CDS	1293	tolB_2		COG0823	Tol-Pal system protein TolB
IEKICEID_03695	CDS	498	pal		COG2885	Peptidoglycan-associated lipoprotein
IEKICEID_03696	CDS	792	cpoB		COG1729	Cell division coordinator CpoB
IEKICEID_03697	CDS	792				hypothetical protein
IEKICEID_03698	CDS	582				hypothetical protein
IEKICEID_03699	CDS	1188				hypothetical protein
IEKICEID_03700	CDS	393				hypothetical protein
IEKICEID_03701	CDS	1203	mdeA	4.4.1.11		L-methionine gamma-lyase
IEKICEID_03702	CDS	1368	proY_1		COG1113	Proline-specific permease ProY
IEKICEID_03703	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
IEKICEID_03704	CDS	618	yagU		COG3477	Inner membrane protein YagU
IEKICEID_03705	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
IEKICEID_03706	CDS	1806	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
IEKICEID_03707	CDS	1734	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
IEKICEID_03708	CDS	735	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
IEKICEID_03709	CDS	1413	cysG		COG0007	Siroheme synthase
IEKICEID_03710	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
IEKICEID_03711	CDS	1443	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
IEKICEID_03712	CDS	609	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
IEKICEID_03713	CDS	288	ftsB		COG2919	Cell division protein FtsB
IEKICEID_03714	CDS	738	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
IEKICEID_03715	CDS	513	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
IEKICEID_03716	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
IEKICEID_03717	CDS	762	surE_2	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
IEKICEID_03718	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
IEKICEID_03719	CDS	1071	nlpD			Murein hydrolase activator NlpD
IEKICEID_03720	CDS	987	rpoS			RNA polymerase sigma factor RpoS
IEKICEID_03721	CDS	765				hypothetical protein
IEKICEID_03722	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
IEKICEID_03723	CDS	1281	intA_3		COG0582	Prophage integrase IntA
IEKICEID_03724	CDS	336	arsR2_2		COG0640	Arsenic resistance transcriptional regulator ArsR2
IEKICEID_03725	CDS	366	arsD			Arsenical resistance operon trans-acting repressor ArsD
IEKICEID_03726	CDS	1752	arsA	7.3.2.7		Arsenical pump-driving ATPase
IEKICEID_03727	CDS	1290	arsB_2		COG1055	Arsenical pump membrane protein
IEKICEID_03728	CDS	426	arsC_2	1.20.4.1		Arsenate reductase
IEKICEID_03729	CDS	1479	bicA		COG0659	Bicarbonate transporter BicA
IEKICEID_03730	CDS	858				hypothetical protein
IEKICEID_03731	CDS	714				hypothetical protein
IEKICEID_03732	CDS	435				hypothetical protein
IEKICEID_03733	CDS	285				hypothetical protein
IEKICEID_03734	CDS	342				hypothetical protein
IEKICEID_03735	CDS	318				hypothetical protein
IEKICEID_03736	CDS	435				hypothetical protein
IEKICEID_03737	CDS	516				hypothetical protein
IEKICEID_03738	CDS	579				hypothetical protein
IEKICEID_03739	CDS	219				hypothetical protein
IEKICEID_03740	CDS	843				hypothetical protein
IEKICEID_03741	CDS	1686				hypothetical protein
IEKICEID_03742	CDS	531				hypothetical protein
IEKICEID_03743	CDS	1098				hypothetical protein
IEKICEID_03744	CDS	1731				hypothetical protein
IEKICEID_03745	CDS	165				hypothetical protein
IEKICEID_03746	CDS	618				hypothetical protein
IEKICEID_03747	CDS	1299	nicB_1	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
IEKICEID_03748	CDS	2277	nicB_2	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
IEKICEID_03749	CDS	474	nicA	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
IEKICEID_03750	CDS	1320	nicB_3	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
IEKICEID_03751	CDS	567	hcrC_1	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
IEKICEID_03752	CDS	2919				hypothetical protein
IEKICEID_03753	CDS	1236		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
IEKICEID_03754	CDS	552	hcrC_2	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit gamma
IEKICEID_03755	CDS	2796				hypothetical protein
IEKICEID_03756	CDS	564				hypothetical protein
IEKICEID_03757	CDS	1011	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
IEKICEID_03758	CDS	1662	ipdC_2	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
