locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPKLEMIK_04604	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
MPKLEMIK_04605	CDS	1179	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
MPKLEMIK_04606	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
MPKLEMIK_04607	CDS	258	rpmA		COG0211	50S ribosomal protein L27
MPKLEMIK_04608	CDS	318				hypothetical protein
MPKLEMIK_04609	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
MPKLEMIK_04610	CDS	273				hypothetical protein
MPKLEMIK_04611	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MPKLEMIK_04612	CDS	255	ibaG		COG5007	Acid stress protein IbaG
MPKLEMIK_04613	CDS	288	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
MPKLEMIK_04614	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
MPKLEMIK_04615	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
MPKLEMIK_04616	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
MPKLEMIK_04617	CDS	813	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
MPKLEMIK_04618	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
MPKLEMIK_04619	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
MPKLEMIK_04620	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
MPKLEMIK_04621	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
MPKLEMIK_04622	CDS	546	lptA		COG1934	Lipopolysaccharide export system protein LptA
MPKLEMIK_04623	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MPKLEMIK_04624	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
MPKLEMIK_04625	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
MPKLEMIK_04626	CDS	489	ptsN		COG1762	Nitrogen regulatory protein
MPKLEMIK_04627	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
MPKLEMIK_04628	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
MPKLEMIK_04629	CDS	726	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
MPKLEMIK_04630	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
MPKLEMIK_04631	CDS	2340	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
MPKLEMIK_04632	CDS	1065	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
MPKLEMIK_04633	CDS	1017	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
MPKLEMIK_04634	CDS	1284	exuT_4			Hexuronate transporter
MPKLEMIK_04635	CDS	933				hypothetical protein
MPKLEMIK_04636	CDS	4461	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
MPKLEMIK_04637	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
MPKLEMIK_04638	CDS	705	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
MPKLEMIK_04639	CDS	495	sspB		COG2969	Stringent starvation protein B
MPKLEMIK_04640	CDS	639	sspA		COG0625	Stringent starvation protein A
MPKLEMIK_04641	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MPKLEMIK_04642	CDS	429	rplM		COG0102	50S ribosomal protein L13
MPKLEMIK_04643	CDS	1128	zapE_2		COG1485	Cell division protein ZapE
MPKLEMIK_04644	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
MPKLEMIK_04645	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
MPKLEMIK_04646	CDS	1059	degS	3.4.21.107	COG0265	Serine endoprotease DegS
MPKLEMIK_04647	CDS	939	mdh_2	1.1.1.37	COG0039	Malate dehydrogenase
MPKLEMIK_04648	CDS	471	argR		COG1438	Arginine repressor
MPKLEMIK_04649	CDS	264				hypothetical protein
MPKLEMIK_04650	CDS	267				hypothetical protein
MPKLEMIK_04651	CDS	276	yhcO		COG2732	putative protein YhcO
MPKLEMIK_04652	CDS	1968	aaeB_3		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
MPKLEMIK_04653	CDS	933	aaeA_3		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
MPKLEMIK_04654	CDS	204	aaeX			Protein AaeX
MPKLEMIK_04655	CDS	930	dmlR_16			HTH-type transcriptional regulator DmlR
MPKLEMIK_04656	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
MPKLEMIK_04657	CDS	3798				hypothetical protein
MPKLEMIK_04658	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
MPKLEMIK_04659	CDS	582	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
MPKLEMIK_04660	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
MPKLEMIK_04661	CDS	993	mreC		COG1792	Cell shape-determining protein MreC
MPKLEMIK_04662	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
MPKLEMIK_04663	CDS	1941	csrD			RNase E specificity factor CsrD
MPKLEMIK_04664	CDS	1002	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MPKLEMIK_04665	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MPKLEMIK_04666	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
MPKLEMIK_04667	CDS	468	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MPKLEMIK_04668	CDS	1350	accC_2	6.3.4.14	COG0439	Biotin carboxylase
MPKLEMIK_04669	CDS	243	yhdT		COG3924	putative membrane protein YhdT
MPKLEMIK_04670	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
MPKLEMIK_04671	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
MPKLEMIK_04672	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MPKLEMIK_04673	CDS	297	fis		COG2901	DNA-binding protein Fis
MPKLEMIK_04674	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
MPKLEMIK_04675	CDS	1140	acrE			Multidrug export protein AcrE
MPKLEMIK_04676	CDS	3111	acrF		COG0841	Multidrug export protein AcrF
MPKLEMIK_04677	CDS	222				hypothetical protein
MPKLEMIK_04678	rRNA	110				5S ribosomal RNA
MPKLEMIK_04679	tRNA	76				tRNA-Thr(ggt)
MPKLEMIK_04680	rRNA	111				5S ribosomal RNA
MPKLEMIK_04681	CDS	540	yciB		COG2917	putative intracellular septation protein A
MPKLEMIK_04682	CDS	744				hypothetical protein
MPKLEMIK_04683	CDS	414				hypothetical protein
MPKLEMIK_04684	CDS	639	ompW		COG3047	Outer membrane protein W
MPKLEMIK_04685	CDS	291				hypothetical protein
MPKLEMIK_04686	CDS	912				hypothetical protein
MPKLEMIK_04687	CDS	531				hypothetical protein
MPKLEMIK_04688	CDS	531				hypothetical protein
MPKLEMIK_04689	CDS	531				hypothetical protein
MPKLEMIK_04690	CDS	531				hypothetical protein
MPKLEMIK_04691	CDS	528				hypothetical protein
MPKLEMIK_04692	CDS	528				hypothetical protein
MPKLEMIK_04693	CDS	231				hypothetical protein
MPKLEMIK_04694	CDS	426	klcA_2			Antirestriction protein KlcA
MPKLEMIK_04695	CDS	255				hypothetical protein
MPKLEMIK_04696	CDS	318				hypothetical protein
MPKLEMIK_04697	CDS	228				hypothetical protein
MPKLEMIK_04698	CDS	231				hypothetical protein
MPKLEMIK_04699	CDS	1635				hypothetical protein
MPKLEMIK_04700	CDS	249				hypothetical protein
MPKLEMIK_04701	CDS	600				hypothetical protein
MPKLEMIK_04702	CDS	624	epsL_2	2.-.-.-	COG2148	putative sugar transferase EpsL
MPKLEMIK_04703	CDS	705				hypothetical protein
MPKLEMIK_04704	CDS	1152	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MPKLEMIK_04705	CDS	549	hin_2		COG1961	DNA-invertase hin
MPKLEMIK_04706	CDS	1086				hypothetical protein
MPKLEMIK_04707	CDS	1485				hypothetical protein
MPKLEMIK_04708	CDS	162	flmA			Stable plasmid inheritance protein
MPKLEMIK_04709	CDS	273				hypothetical protein
MPKLEMIK_04710	CDS	351				hypothetical protein
MPKLEMIK_04711	tRNA	85				tRNA-Tyr(gta)
MPKLEMIK_04712	tRNA	85				tRNA-Tyr(gta)
MPKLEMIK_04713	CDS	843	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MPKLEMIK_04714	CDS	459				hypothetical protein
MPKLEMIK_04715	CDS	903			COG1752	putative NTE family protein
MPKLEMIK_04716	CDS	1014	rssB		COG0784	Regulator of RpoS
MPKLEMIK_04717	CDS	903	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MPKLEMIK_04718	CDS	408	hns_2			DNA-binding protein H-NS
MPKLEMIK_04719	CDS	528	tdk	2.7.1.21	COG1435	Thymidine kinase
MPKLEMIK_04720	CDS	2676	adhE_4		COG1012	Aldehyde-alcohol dehydrogenase
MPKLEMIK_04721	CDS	648				hypothetical protein
MPKLEMIK_04722	CDS	1635	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
MPKLEMIK_04723	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
MPKLEMIK_04724	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
MPKLEMIK_04725	CDS	1014	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
MPKLEMIK_04726	CDS	1005	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MPKLEMIK_04727	CDS	834				hypothetical protein
MPKLEMIK_04728	CDS	330				hypothetical protein
MPKLEMIK_04729	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
MPKLEMIK_04730	CDS	207				hypothetical protein
MPKLEMIK_04731	CDS	648	yceI		COG2353	Protein YceI
MPKLEMIK_04732	CDS	297	yciI		COG2350	Protein YciI
MPKLEMIK_04733	CDS	738	tonB		COG0810	Protein TonB
MPKLEMIK_04734	CDS	873		2.7.1.-		putative ketoamine kinase
MPKLEMIK_04735	CDS	285				hypothetical protein
MPKLEMIK_04736	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
MPKLEMIK_04737	CDS	759				hypothetical protein
MPKLEMIK_04738	CDS	234				hypothetical protein
MPKLEMIK_04739	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
MPKLEMIK_04740	CDS	435	infC		COG0290	Translation initiation factor IF-3
MPKLEMIK_04741	CDS	198	rpmI		COG0291	50S ribosomal protein L35
MPKLEMIK_04742	CDS	357	rplT		COG0292	50S ribosomal protein L20
MPKLEMIK_04743	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MPKLEMIK_04744	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MPKLEMIK_04745	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
MPKLEMIK_04746	CDS	369	amnD	3.5.99.5		2-aminomuconate deaminase
MPKLEMIK_04747	CDS	1254	dadA_2	1.4.99.-		D-amino acid dehydrogenase
MPKLEMIK_04748	CDS	915	hdfR_4			HTH-type transcriptional regulator HdfR
MPKLEMIK_04749	CDS	1434				hypothetical protein
MPKLEMIK_04750	CDS	987	btuC		COG4139	Vitamin B12 import system permease protein BtuC
MPKLEMIK_04751	CDS	801	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
MPKLEMIK_04752	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
MPKLEMIK_04753	CDS	750	btuD_7	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
MPKLEMIK_04754	CDS	465	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
MPKLEMIK_04755	CDS	1443	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
MPKLEMIK_04756	CDS	228				hypothetical protein
MPKLEMIK_04757	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
MPKLEMIK_04758	CDS	834	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
MPKLEMIK_04759	CDS	2379	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
MPKLEMIK_04760	CDS	1113	ydiK		COG0628	Putative transport protein YdiK
MPKLEMIK_04761	CDS	3057			COG0247	putative protein
MPKLEMIK_04762	CDS	411	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
MPKLEMIK_04763	CDS	249				hypothetical protein
MPKLEMIK_04764	CDS	321				hypothetical protein
MPKLEMIK_04765	CDS	981				hypothetical protein
MPKLEMIK_04766	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
MPKLEMIK_04767	CDS	1233	mdtH_2			Multidrug resistance protein MdtH
MPKLEMIK_04768	CDS	762	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
MPKLEMIK_04769	CDS	1038	hmuU_3		COG0609	Hemin transport system permease protein HmuU
MPKLEMIK_04770	CDS	999				hypothetical protein
MPKLEMIK_04771	CDS	912	hdfR_5			HTH-type transcriptional regulator HdfR
MPKLEMIK_04772	CDS	987				hypothetical protein
MPKLEMIK_04773	CDS	615				hypothetical protein
MPKLEMIK_04774	CDS	1110	mdtA_3			Multidrug resistance protein MdtA
MPKLEMIK_04775	CDS	3093	cnrA			Nickel and cobalt resistance protein CnrA
MPKLEMIK_04776	CDS	1185	lldD_2	1.1.-.-	COG1304	L-lactate dehydrogenase
MPKLEMIK_04777	CDS	633				hypothetical protein
MPKLEMIK_04778	CDS	396				hypothetical protein
MPKLEMIK_04779	CDS	198				hypothetical protein
MPKLEMIK_04780	CDS	378	sufA		COG0316	Protein SufA
MPKLEMIK_04781	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
MPKLEMIK_04782	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
MPKLEMIK_04783	CDS	1275	sufD		COG0719	FeS cluster assembly protein SufD
MPKLEMIK_04784	CDS	1221	sufS	2.8.1.7	COG0520	Cysteine desulfurase
MPKLEMIK_04785	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
MPKLEMIK_04786	CDS	987	ynhG	2.-.-.-	COG1376	putative L,D-transpeptidase YnhG
MPKLEMIK_04787	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
MPKLEMIK_04788	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
MPKLEMIK_04789	CDS	213	fumD	4.2.1.2		Fumarase D
MPKLEMIK_04790	CDS	639	nicS			HTH-type transcriptional repressor NicS
MPKLEMIK_04791	CDS	1854				hypothetical protein
MPKLEMIK_04792	CDS	1323	dgoT_2			D-galactonate transporter
MPKLEMIK_04793	CDS	837	ydiB_2	1.1.1.282	COG0169	Quinate/shikimate dehydrogenase
MPKLEMIK_04794	CDS	744				hypothetical protein
MPKLEMIK_04795	CDS	750			COG1120	putative ABC transporter ATP-binding protein
MPKLEMIK_04796	CDS	1008			COG0609	putative ABC transporter permease protein
MPKLEMIK_04797	CDS	1059			COG0614	putative protein
MPKLEMIK_04798	CDS	813				hypothetical protein
MPKLEMIK_04799	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
MPKLEMIK_04800	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
MPKLEMIK_04801	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
MPKLEMIK_04802	CDS	807	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
MPKLEMIK_04803	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
MPKLEMIK_04804	CDS	1017	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
MPKLEMIK_04805	CDS	1197	mhpT			3-(3-hydroxy-phenyl)propionate transporter
MPKLEMIK_04806	CDS	726				hypothetical protein
MPKLEMIK_04807	CDS	1581	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
MPKLEMIK_04808	CDS	603		1.13.11.-	COG5553	3-mercaptopropionate dioxygenase
MPKLEMIK_04809	CDS	894	gltC_4			HTH-type transcriptional regulator GltC
MPKLEMIK_04810	CDS	1086	msuD_2	1.14.14.5	COG2141	Methanesulfonate monooxygenase
MPKLEMIK_04811	CDS	1152	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
MPKLEMIK_04812	CDS	963	ssuA_3			Putative aliphatic sulfonates-binding protein
MPKLEMIK_04813	CDS	1038				hypothetical protein
MPKLEMIK_04814	CDS	996				hypothetical protein
MPKLEMIK_04815	CDS	774	ssuB_3	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MPKLEMIK_04816	CDS	2073	cntO			Metal-pseudopaline receptor CntO
MPKLEMIK_04817	CDS	822	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
MPKLEMIK_04818	CDS	1026	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
MPKLEMIK_04819	CDS	1053	feuC		COG0609	Iron-uptake system permease protein FeuC
MPKLEMIK_04820	CDS	954				hypothetical protein
MPKLEMIK_04821	CDS	903				hypothetical protein
MPKLEMIK_04822	CDS	768	glnH_4		COG0834	Glutamine-binding periplasmic protein
MPKLEMIK_04823	CDS	765	artQ_2		COG0765	Arginine transport system permease protein ArtQ
MPKLEMIK_04824	CDS	723	glnQ_9			Glutamine transport ATP-binding protein GlnQ
MPKLEMIK_04825	CDS	615				hypothetical protein
MPKLEMIK_04826	CDS	393				hypothetical protein
MPKLEMIK_04827	CDS	1233	mdtM_2			Multidrug resistance protein MdtM
MPKLEMIK_04828	CDS	435				hypothetical protein
MPKLEMIK_04829	CDS	1200	ycaD_2			putative MFS-type transporter YcaD
MPKLEMIK_04830	CDS	1158	hipO_4	3.5.1.32	COG1473	Hippurate hydrolase
MPKLEMIK_04831	CDS	2151	fdhF_3	1.17.1.9	COG0243	Formate dehydrogenase H
MPKLEMIK_04832	CDS	1080	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
MPKLEMIK_04833	CDS	1089				hypothetical protein
MPKLEMIK_04834	CDS	1770				hypothetical protein
MPKLEMIK_04835	CDS	1071	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MPKLEMIK_04836	CDS	372				hypothetical protein
MPKLEMIK_04837	CDS	756		1.1.99.3		Gluconate 2-dehydrogenase subunit 3
MPKLEMIK_04838	CDS	1785		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
MPKLEMIK_04839	CDS	1341		1.1.99.3		Gluconate 2-dehydrogenase cytochrome c subunit
MPKLEMIK_04840	CDS	624	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
MPKLEMIK_04841	CDS	660	ccmB		COG2386	Heme exporter protein B
MPKLEMIK_04842	CDS	738	ccmC		COG0755	Heme exporter protein C
MPKLEMIK_04843	CDS	231				hypothetical protein
MPKLEMIK_04844	CDS	459	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
MPKLEMIK_04845	CDS	1953	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
MPKLEMIK_04846	CDS	555	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
MPKLEMIK_04847	CDS	459	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
MPKLEMIK_04848	CDS	843				hypothetical protein
MPKLEMIK_04849	CDS	3549				hypothetical protein
MPKLEMIK_04850	CDS	771	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
MPKLEMIK_04851	CDS	1680	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
MPKLEMIK_04852	CDS	780	budA	4.1.1.5		Alpha-acetolactate decarboxylase
MPKLEMIK_04853	CDS	873	benM_2			HTH-type transcriptional regulator BenM
MPKLEMIK_04854	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
MPKLEMIK_04855	CDS	1392				hypothetical protein
MPKLEMIK_04856	CDS	924	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
MPKLEMIK_04857	CDS	1182	thlA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
MPKLEMIK_04858	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
MPKLEMIK_04859	CDS	708	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
MPKLEMIK_04860	CDS	891	cynR_5			HTH-type transcriptional regulator CynR
MPKLEMIK_04861	CDS	141				hypothetical protein
MPKLEMIK_04862	CDS	909				hypothetical protein
MPKLEMIK_04863	CDS	327				hypothetical protein
MPKLEMIK_04864	CDS	1419				hypothetical protein
MPKLEMIK_04865	CDS	816	ribX_2			Riboflavin transport system permease protein RibX
MPKLEMIK_04866	CDS	831	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MPKLEMIK_04867	CDS	984				hypothetical protein
MPKLEMIK_04868	CDS	882	crnA	3.5.2.10		Creatinine amidohydrolase
MPKLEMIK_04869	CDS	480	rutC_2	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MPKLEMIK_04870	CDS	1284	codAch2	3.5.4.11	COG0402	Pterin deaminase
MPKLEMIK_04871	CDS	969	yeaX_2	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
MPKLEMIK_04872	CDS	900	hdfR_6			HTH-type transcriptional regulator HdfR
MPKLEMIK_04873	CDS	990	ribY		COG0715	Riboflavin-binding protein RibY
MPKLEMIK_04874	CDS	1419		3.5.4.11		Isoxanthopterin deaminase
MPKLEMIK_04875	CDS	990	vldW_3	1.14.11.52		Validamycin A dioxygenase
MPKLEMIK_04876	CDS	783	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
MPKLEMIK_04877	CDS	1338	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
MPKLEMIK_04878	CDS	1032	srkA_2	2.7.11.1		Stress response kinase A
MPKLEMIK_04879	CDS	771	fabG_11	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MPKLEMIK_04880	CDS	1527				hypothetical protein
MPKLEMIK_04881	CDS	918	dmlR_17			HTH-type transcriptional regulator DmlR
MPKLEMIK_04882	CDS	906	mdtD_1			Putative multidrug resistance protein MdtD
MPKLEMIK_04883	CDS	645				hypothetical protein
MPKLEMIK_04884	CDS	285				hypothetical protein
MPKLEMIK_04885	CDS	489				hypothetical protein
MPKLEMIK_04886	CDS	528				hypothetical protein
MPKLEMIK_04887	CDS	972	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
MPKLEMIK_04888	CDS	981	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
MPKLEMIK_04889	CDS	948	gsiD_4		COG1173	Glutathione transport system permease protein GsiD
MPKLEMIK_04890	CDS	954	gsiC_5		COG0601	Glutathione transport system permease protein GsiC
MPKLEMIK_04891	CDS	1704	appA			Oligopeptide-binding protein AppA
MPKLEMIK_04892	CDS	684	cmlA	2.3.1.28		Chloramphenicol acetyltransferase 2
MPKLEMIK_04893	CDS	384				hypothetical protein
MPKLEMIK_04894	CDS	771	glpR_4		COG1349	Glycerol-3-phosphate regulon repressor
MPKLEMIK_04895	CDS	630	rhtC_3		COG1280	Threonine efflux protein
MPKLEMIK_04896	CDS	636	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
MPKLEMIK_04897	CDS	210				hypothetical protein
MPKLEMIK_04898	CDS	717				hypothetical protein
MPKLEMIK_04899	CDS	435				hypothetical protein
MPKLEMIK_04900	CDS	150				hypothetical protein
MPKLEMIK_04901	CDS	837				hypothetical protein
MPKLEMIK_04902	CDS	516				hypothetical protein
MPKLEMIK_04903	CDS	885	gcvA_5			Glycine cleavage system transcriptional activator
MPKLEMIK_04904	CDS	927			COG3039	IS5 family transposase IS4811
MPKLEMIK_04905	CDS	753	ydfG_3	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
MPKLEMIK_04906	CDS	2358				hypothetical protein
MPKLEMIK_04907	CDS	2562				hypothetical protein
MPKLEMIK_04908	CDS	822				hypothetical protein
MPKLEMIK_04909	CDS	108				hypothetical protein
MPKLEMIK_04910	CDS	882				IS3 family transposase ISEcl1
MPKLEMIK_04911	CDS	396				IS3 family transposase ISEcl1
MPKLEMIK_04912	rRNA	1664				23S ribosomal RNA (partial)
MPKLEMIK_04913	CDS	882	yofA_2		COG0583	HTH-type transcriptional regulator YofA
MPKLEMIK_04914	CDS	1077				IS110 family transposase ISEc21
MPKLEMIK_04915	CDS	654				hypothetical protein
MPKLEMIK_04916	rRNA	1212				23S ribosomal RNA (partial)
MPKLEMIK_04917	CDS	981			COG3039	IS5 family transposase ISKpn26
MPKLEMIK_04918	CDS	1032				IS630 family transposase ISEc33
MPKLEMIK_04919	CDS	300				IS3 family transposase ISSty2
MPKLEMIK_04920	rRNA	1063				16S ribosomal RNA (partial)
MPKLEMIK_04921	CDS	1608	dppA_3		COG0747	Periplasmic dipeptide transport protein
MPKLEMIK_04922	CDS	1020	dppB_2		COG0601	Dipeptide transport system permease protein DppB
MPKLEMIK_04923	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
MPKLEMIK_04924	CDS	984	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
MPKLEMIK_04925	CDS	1014	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
MPKLEMIK_04926	CDS	540				hypothetical protein
MPKLEMIK_04927	CDS	804	bcsQ_1			Cellulose biosynthesis protein BcsQ
MPKLEMIK_04928	CDS	2112	acsAB			Cellulose synthase 1
MPKLEMIK_04929	CDS	2436	bcsB_1			Cyclic di-GMP-binding protein
MPKLEMIK_04930	CDS	4053	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
MPKLEMIK_04931	CDS	477				hypothetical protein
MPKLEMIK_04932	CDS	1002		3.2.1.4		Endoglucanase
MPKLEMIK_04933	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
MPKLEMIK_04934	CDS	198				hypothetical protein
MPKLEMIK_04935	CDS	1554	bcsE			Cyclic di-GMP binding protein BcsE
MPKLEMIK_04936	CDS	189	yhjR			Protein YhjR
MPKLEMIK_04937	CDS	732	bcsQ_2			Cellulose biosynthesis protein BcsQ
MPKLEMIK_04938	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
MPKLEMIK_04939	CDS	2304	bcsB_2			Cyclic di-GMP-binding protein
MPKLEMIK_04940	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
MPKLEMIK_04941	CDS	3480	bcsC		COG0457	Cellulose synthase operon protein C
MPKLEMIK_04942	CDS	2007	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
